name,city,state,phone,website,source
Bandiola Spice,Lincoln,NE,402-464-6147,www.bandiolaspice.com,assoc:NE
"Bar B Que Specialties, Inc.",Grafton,NE,402-282-7264,,assoc:NE
Bell Creek Beef,Arlington,NE,402-478-4222,,assoc:NE
Cal Holz Natural Beef,Central City,NE,308-946-2200,,assoc:NE
Cargill,Schuyler,NE,402-352-5411,www.sterlingsilvermeats.com,assoc:NE
CeBerg's Farmed Ostrich,Lincoln,NE,402-488-0286,,assoc:NE
"Central Nebraska Packing, Inc.",North Platte,NE,308-532-1250,,assoc:NE
Cetak's Meats and Sausages,Lincoln,NE,402-630-6103,www.cetaks.com,assoc:NE
Chelberg Food Corporation,Omaha,NE,402-666-5363,,assoc:NE
Country Sliced Ham,Omaha,NE,402-331-1910,www.countryslicedham.biz,assoc:NE
"Del Gould Meats, Inc.",Lincoln,NE,402-438-3520,,assoc:NE
Den's Country Meats,Table Rock,NE,402-839-4635,,assoc:NE
Den's Meat Distributing,Fairbury,NE,402-729-6197,,assoc:NE
Diamond B Beef,St. Libory,NE,308-986-2548,,assoc:NE
Erstwhile Farm,Columbus,NE,402-897-4065,,assoc:NE
Fairbury Steaks,Fairbury,NE,402-729-3364,,assoc:NE
Fremont Beef Company,Fremont,NE,402-727-7200,,assoc:NE
Frenchman Valley Farmers Co-op,Imperial,NE,308-882-3200,www.fvcoop.com,assoc:NE
Garvin Meats/Garvin's Prairie Pride,Franklin,NE,308-425-9974,www.prairiespride.com,assoc:NE
Gibbon Packing Co.,Gibbon,NE,308-468-5771,,assoc:NE
"Greater Omaha Packing Co., Inc.",Omaha,NE,402-731-1700,www.greateromaha.com,assoc:NE
"Halal Transactions, Inc.",Omaha,NE,402-572-6120,www.halaltransactions.org,assoc:NE
"Henningsen Foods, Inc.",Omaha,NE,402-330-2500,www.henningsenfoods.com,assoc:NE
Hickory Hunk,Syracuse,NE,402-269-2426,,assoc:NE
Holen One Farms-Fine Foods,Loomis,NE,308-876-2169,www.holenonefarms.com,assoc:NE
J F O'Neill Packing Co.,Omaha,NE,402-733-4911,,assoc:NE
"Jerry Glaser, Inc.",Spalding,NE,308-497-2782,,assoc:NE
JP's Butcher Block,Rulo,NE,402-245-2801,,assoc:MO
Lone Wolf Wurst Meats,Arapahoe,NE,308-962-7489,www.lonewolfwurstmeats.com,assoc:NE
Mann's International Meat Specialties,Omaha,NE,402-339-7000,,assoc:NE
"McGuire's Gourmet Beef, Inc.",Lincoln,NE,402-467-4744,,assoc:NE
"Midwest Fish Processors, Inc.",Humphrey,NE,402-270-2337,,assoc:NE
Morgan Ranch Beef,Burwell,NE,308-346-4394,www.morganranchinc.com,assoc:NE
Myolean Piedmont Beef,Norfolk,NE,402-580-2471,www.myoleanpied.com,assoc:NE
"Nebraska Beef, Ltd.",Omaha,NE,402-733-7000,,assoc:NE
Nebraska Buffalo Company,Hordville,NE,402-757-3215,,assoc:NE
Nebraska Corn-Fed Beef,Lincoln,NE,402-475-2333,,assoc:NE
Nebraska Famous Steaks,Omaha,NE,402-463-8823,,assoc:NE
Nebraska's Famous Steaks,Hastings,NE,402-463-8823,www.famoussteaks.com,assoc:NE
NebraskaBison.com,Bennet,NE,402-782-2500,,assoc:NE
"Needham, Inc",Omaha,NE,402-344-3820,www.needhaminc.org,assoc:NE
Niobrara Valley Bison,Malcolm,NE,402-525-4370,www.NiobraraValleyBison.com,assoc:NE
"Omaha Meat Processing, Inc.",Omaha,NE,402-554-1965,,assoc:NE
Omaha Steaks,Omaha,NE,402-597-3000,www.omahasteaks.com,assoc:NE
Omaha Steaks Food Service,Omaha,NE,402-597-8109,www.omahasteaks.com/foodservice,assoc:NE
Ox Bow Trail Elk,Columbus,NE,402-606-4165,,assoc:NE
Pawnee Pride Meats,Steinauer,NE,402-869-2396,,assoc:NE
Pelicans Meat Processing,Johnson,NE,402-868-4105,,assoc:NE
Pella Locker,Tecumseh,NE,402-335-2777,,assoc:NE
"Preferred Popcorn, LLC",Chapman,NE,308-986-2526,www.preferredpopcorn.com,assoc:NE
Premium Nelson Brand,Fairfield,NE,402-726-2282,www.nelsonbrand.com,assoc:NE
"Quality Pork International, Inc.",Omaha,NE,402-339-1911,,assoc:NE
"Rabe's Quality Meats, Inc.",Omaha,NE,402-895-5399,,assoc:NE
Raikes Beef Co,Ashland,NE,402-944-2474,,assoc:NE
Roman 's II,Norfolk,NE,402-371-5990,,assoc:NE
Sandhill Ranchers Beef Co.,Mullen,NE,308-546-2371,,assoc:NE
"Sandhills Bison Jerky & Products, LLC",Wood Lake,NE,402-967-3423,,assoc:NE
"Skylark Meats, Inc.",Omaha,NE,402-592-0300,,assoc:NE
Smoking Gun Jerky,Lincoln,NE,402-467-6315,www.smokinggunjerky.com,assoc:NE
Stoysich House of Sausage,Omaha,NE,402-341-7260,www.stoysich.com,assoc:NE
Straight Arrow Bison,Broken Bow,NE,308-872-3066,www.straightarrowbison.com,assoc:NE
TD Niche Pork,Elk Creek,NE,402-335-0197,,assoc:NE
"The Meat Shoppe, Inc.",Gering,NE,308-436-3339,www.themeatshoppe.com,assoc:NE
Theo's Enterprises,Wayne,NE,402-375-5084,www.tedsseasoning.com,assoc:NE
Twin Loups Quality Meats,St. Paul,NE,308-754-4031,,assoc:NE
"Tyson Fresh Meats, Inc.",Dakota City,NE,402-241-2146,www.tysonfoodsinc.com/freshmeats,assoc:NE
Wausa Lockers,Wausa,NE,402-586-2882,,assoc:NE
East Conway Beef & Pork,Conway,NH,603-939-2813,,assoc:NH
Lemay & Sons Beef,Goffstown,NH,603-622-0022,,assoc:NH
MontShire Farm,North Haverhill,NH,603-787-9199,,assoc:NH
PT Farm,North Haverhill,NH,(603) 787-9199,http://newenglandmeat.com/,assoc:NH
The Local Butcher,Center Barnstead,NH,603-813-2054,newenglandbutcher.com,assoc:NH
Butler Meats,Carson City,NV,775-883-0211,,assoc:NV
Park Ranch,Minden,NV,775-636-3385,,assoc:NV
Double L Ranch,Guilderland,NY,518-355-6944,,assoc:NY
Eagle Bridge Smokehouse,Eagle Bridge,NY,518-677-2702,http://eaglebridgecustommeat.com/,assoc:NY
Hilltown Pork,Canaan,NY,518-781-4050,,assoc:NY
Malafy's Meat Processing,Red Hook,NY,845-876-6306,,assoc:NY
Stockyards Packing Co. LLC,Oxford,OH,513-312-0648,,assoc:OH
3 South Processing,Ada,OK,(580)320-4507,,assoc:OK
3F's Poultry and Rabbit Processing,Checotah,OK,(918)843-0232,,assoc:OK
7 Oak Meat Company,Sallisaw,OK,(918)235-1309,,assoc:OK
Adair Custom Processing,Adair,OK,(918)953-0152,,assoc:OK
Agri Services Meat Proc. Plant,McAlester,OK,(918)421-3399,,assoc:OK
American Heritage Beef,Nowata,OK,(918)914-0465,,assoc:OK
"American Heritage Beef Co., LLC",Bartlesville,OK,918-273-BEEF,,assoc:MO
Anderson's Processing LLC,Delaware,OK,(918)467-3659,,assoc:OK
Apex Chop House,Prague,OK,(539)210-5344,,assoc:OK
Bailey's Midway Meat Processing,Paden,OK,(405)932-4335,,assoc:OK
Barnsdall Meat Processing,Barnsdall,OK,(918)847-2814,,assoc:OK
"Bass ButcherShop, LLC",Felt,OK,(806)339-1505,,assoc:OK
Big A Meatball Company,Oklahoma City,OK,(405)946-9720,,assoc:OK
Bill's Custom Processing LLC,Coalgate,OK,(580)428-3028,,assoc:OK
Blue & Gold Sausage Company,Jones,OK,(405)399-2954,,assoc:OK
Bob McKinney & Son,Cushing,OK,(918)387-2401,,assoc:OK
Bovard's County Line,Blackwell,OK,(580)363-5833,,assoc:OK
Brown's Meat Processing,Holdenville,OK,(405)379-2979,,assoc:OK
"Butch's Processing, Inc.",Seminole,OK,(405)382-2833,,assoc:OK
Butcher House Meats,Hominy,OK,(918)287-0079,,assoc:OK
Butler's B&B Processing,Madill,OK,(580)795-2667,,assoc:OK
C & C Custom Cuts,Laverne,OK,(580)921-6328,,assoc:OK
Checotah Meat Company LLC,Checotah,OK,(405)802-8211,,assoc:OK
Chickasha Meat Co. LLC,Chickasha,OK,(405)224-1900,,assoc:OK
Cook's Processing,Miami,OK,(918)542-5796,,assoc:OK
Country Home Meat Company,Edmond,OK,(405)341-0267,,assoc:OK
Davis Arctic Processing,Davis,OK,(580)369-2839,,assoc:OK
Eastern Oklahoma State College,Wilburton,OK,(918)465-2361,,assoc:OK
Eaton Custom Processing,Stilwell,OK,(918)696-2763,,assoc:OK
Ed's Deer Processing,Marlow,OK,(580)574-3001,,assoc:OK
Elmer Miller Packing Company,Covington,OK,(580)864-7440,,assoc:OK
Enid Packing Company,Enid,OK,(580)237-2695,,assoc:OK
Ernie's Meat Market,Ardmore,OK,(580)226-3686,,assoc:OK
Fairview Packing Company,Fairview,OK,(580)227-3500,,assoc:OK
Fifth Avenue Processing,Sterling,OK,(580)365-4460,,assoc:OK
Freedom Processing,Marlow,OK,(580)641-2000,,assoc:OK
Ft. Cobb Locker Plant,Ft. Cobb,OK,(405)643-2355,,assoc:OK
Gage Locker Company,Gage,OK,(580)923-7661,,assoc:OK
Good Times Beef Jerky,Stratford,OK,(580)759-4663,,assoc:OK
H & L Custom Processing,Coalgate,OK,(580)927-5408,,assoc:OK
Hard Times Beef Jerky,El Reno,OK,(580)497-7695,,assoc:OK
Harryman's Custom Meat,Tuttle,OK,(405)448-0886,,assoc:OK
"Hilltop Processing, LLC",Lexington,OK,(405)527-7048,,assoc:OK
Homestead Meats & Processing LLC,Guthrie,OK,(405)697-7244,,assoc:OK
Hrem Processing Center,Haskell,OK,(918)277-7778,,assoc:OK
John's Food Service,Oklahoma City,OK,(405)632-8117,,assoc:OK
Kay's Custom Company,McAlester,OK,(918)423-7400,,assoc:OK
Keith's Butcher Shop,Burns Flat,OK,(580)562-3220,,assoc:OK
Kellogg Custom,Hominy,OK,(918)805-7677,,assoc:OK
Kilgore's Meat Processing,Stigler,OK,(918)967-2613,,assoc:OK
Larry's Meat & Produce,Union City,OK,(405)483-5504,,assoc:OK
Lawton Meat Processing,Lawton,OK,(580) 353-6448,,assoc:OK
Lyles Custom Meat,Chelsea,OK,(918)378-2364,,assoc:OK
M&M Custom Butchering,Miami,OK,(918)542-6421,,assoc:OK
M&M Fleming LLC DBA Randy's Foods,Okmulgee,OK,(918)756-6278,,assoc:OK
Market 54,Weatherford,OK,(580)772-3510,,assoc:OK
Mayes County Processing,Pryor,OK,(539)210-5344,,assoc:OK
Meat Market 580,Arnett,OK,(580)290-0924,,assoc:OK
Midlothian Custom Processing,Chandler,OK,(405)416-3886,,assoc:OK
Mike's Famous Beef Jerky,Chickasha,OK,(405)224-4040,,assoc:OK
Mitch's Meat Market,Bristow,OK,(918)899-0999,,assoc:OK
Nowakowski Custom Processing,Harrah,OK,(405)454-6162,,assoc:OK
OK Dept Career Tech Mobile (Teaching Only),Stillwater,OK,(405)743-5430,,assoc:OK
Oklahoma City Meat Company,Oklahoma City,OK,(405)235-3308,,assoc:OK
Osage Country Meat Market,Ponca City,OK,(580)762-8026,,assoc:OK
Osteen's Meat Specialities,Oklahoma City,OK,(405)236-1952,,assoc:OK
Peck's Dewey Custom Butchering,Dewey,OK,(918)534-1382,,assoc:OK
Prairie Rose Processing,Chickasha,OK,(405)224-6429,,assoc:OK
Quartz View Meat Company,Altus,OK,(580)477-1390,,assoc:OK
R & D Meats,Jennings,OK,(918)688-2390,,assoc:OK
"Rainey's Custom Butchering, Inc.",Ramona,OK,(918)536-3800,,assoc:OK
"Rancho LosTres Potrilos #2, Inc",Okmulgee,OK,(918)366-2794,,assoc:OK
"Ray's Meat Market, Inc.",Woodward,OK,(580)256-6031,,assoc:OK
Rick's Custom Butchering,Collinsville,OK,(918)371-2895,,assoc:OK
"Rickman's Custom Processing, LLC",Hugo,OK,(580)326-0592,,assoc:OK
Rios Custom Processing,Dover,OK,(405)828-4247,,assoc:OK
"Route 66 Meat Processing, LLC",Sayre,OK,(580)729-1030,,assoc:OK
Schones Locker & Market,Canute,OK,(580)472-3300,,assoc:OK
Scott Cattle Company Processing,El Reno,OK,(405)318-4738,,assoc:OK
Scotts' Farm,Tecumseh,OK,(405)831-7755,,assoc:OK
Stubblefield's Processing,Bristow,OK,(918)367-6824,,assoc:OK
Sweazea's Custom Meat Processing,Wetumka,OK,(405)452-5131,,assoc:OK
Temple Processing,Temple,OK,(580)342-5031,,assoc:OK
Tenderette Steak Company,Oklahoma City,OK,(405)634-5655,,assoc:OK
The Butcher Block,Canute,OK,(580)339-1937,,assoc:OK
The Fatted Calf,Geary,OK,(405)884-2644,,assoc:OK
Thompson's Butcher Barn,Chouteau,OK,(918)476-5508,,assoc:OK
Thunderbird Meat Processing,Norman,OK,(405)364-5270,,assoc:OK
Tonkawa Meat Processing,Tonkawa,OK,(580)628-4550,,assoc:OK
Tucker's Slaughterhouse,Durant,OK,(580)924-2560,,assoc:OK
Tulsa Beef & Provision Company,Tulsa,OK,(918)587-5197,,assoc:OK
Unrau's Meat Processing,Inola,OK,(918)543-8245,,assoc:OK
Watson Farms Meat Processing & Market,Council Hill,OK,(618)636-2496,,assoc:OK
"Weaver's Meat Proc., Inc.",Poteau,OK,(918)649-0597,,assoc:OK
White's Slaughterhouse,Ft. Gibson,OK,(918)478-2347,,assoc:OK
Wild Country Meat Market,Hominy,OK,(918)885-6758,,assoc:OK
WR Meat Company,Sulphur,OK,(580)622-5929,,assoc:OK
H & K Meats,Stayton,OR,,handkmeats.com,assoc:MT
Hines Meat Company,La Grande,OR,,hinesmeat.com,assoc:MT
White's Country Meat Market,Gresham,OR,,whitescountrymeats.com,assoc:MT
Adler's Market,Philipsburg,PA,814-342-1993,,assoc:PA
Alex Froehlich Packing Co.,Johnstown,PA,814-535-7694,,assoc:PA
Barn Stone Farm,Trumbaursville,PA,267-354-0433,,assoc:PA
Bryan Garman Slaughtering,East Earl,PA,717-354-6362,,assoc:PA
Antonelli's Poultry,Providence,RI,401-421-8739,,assoc:RI
Baffoni's Poultry Farm,Johnston,RI,401-231-6315,baffonispoultryfarm.com,assoc:RI
Rhode Island Beef & Veal Company,Johnston,RI,401-232-7220,,assoc:RI
Westerly Packing Company,Westerly,RI,401-596-4340,,assoc:RI
"Dillon Provision Company, Inc.",Dillon,SC,843-774-9491,dillonprovision.com,assoc:SC
Bierman Equipment,,SD,,,assoc:SD
Bunzl Koch USA,,SD,,,assoc:SD
Carlson & Stewart Refrigeration Inc.,,SD,,,assoc:SD
Central Bi Products,,SD,,,assoc:SD
Custom Meat Solutions,,SD,,,assoc:SD
D.J.V. LABEL & PACKAGING,,SD,,,assoc:SD
Dakota Protein Solutions,,SD,,,assoc:SD
"Diamond S Meats, Inc.",Lemmon,SD,,,assoc:ND
Fusion Tech Integrated,,SD,,,assoc:SD
"Gohmann Supply, LLC",,SD,,,assoc:SD
Handtmann INC,,SD,,,assoc:SD
High Plains Frontier Supply LLC,,SD,,,assoc:SD
Jarvis Products Corporation,,SD,,,assoc:SD
JB Group,,SD,,,assoc:SD
JBT Marel,,SD,,,assoc:SD
Kerres USA,,SD,,,assoc:SD
Lemmonmade Inc,Lemmon,SD,480-298-8057,,assoc:SD
"Mar/co Sales, Inc.",,SD,,,assoc:SD
MultiVak,,SD,,,assoc:SD
Nassau Foods,,SD,,,assoc:SD
North Central Food Processing,,SD,,,assoc:SD
Poly Clip,,SD,,,assoc:SD
Reiser,,SD,,,assoc:SD
"ScottPec, Inc.",,SD,,,assoc:SD
SD Rural Development,,SD,,,assoc:SD
Sentinel Trailers LLC,,SD,,,assoc:SD
Silver Clip,,SD,,,assoc:SD
South Dakota Beef Council,,SD,,,assoc:SD
Sperl-Pak Repair,,SD,,,assoc:SD
Templink Monitoring Solutions,,SD,,,assoc:SD
Ultra Source LLC,,SD,,,assoc:SD
VC999 Packaging Systems,,SD,,,assoc:SD
Waltons Inc.,,SD,,,assoc:SD
We R Food Safety,,SD,,,assoc:SD
Alamo City Meat Market LLC,San Antonio,TX,210-781-2545,,assoc:TX
"Alamo Farms, Inc.",San Antonio,TX,210-998-2800,,assoc:TX
Alaniz Foods,Brownsville,TX,956-266-5708,,assoc:TX
"All Hale Meats, LLC",Wolfforth,TX,806-771-0340,,assoc:TX
Bayco Meat Processing,Seymour,TX,940-889-2424,,assoc:TX
Bayer's Kolonialwaren,Muenster,TX,940-759-2822,,assoc:TX
Benos Foods LLC,McAllen,TX,956-682-3141,,assoc:TX
"Big State Meat & Provisions Co, Inc",Sunnyvale,TX,214-398-8339,,assoc:TX
Big Texas Mobile Food Service,Dallas,TX,214-788-2814,,assoc:TX
Bluebonnet Meat Company,Trenton,TX,903-989-2293,,assoc:TX
"Bola Pizza, LLC",Austin,TX,512-453-7223,,assoc:TX
Bolner Meat Co.,San Antonio,TX,210-534-5481,,assoc:TX
Braun Food Service,San Antonio,TX,210-475-0801,,assoc:TX
"Broken O Processing & Custom Meats, LLC",Comanche,TX,254-879-3313,,assoc:TX
Bronco Meat Inc.,El Paso,TX,915-860-7931,,assoc:TX
Cabritos Garza,Humble,TX,281-443-8185,,assoc:TX
Capital Meats LLC,Bertram,TX,512-538-5689,,assoc:TX
"Carl Miles Food Service, Inc.",Odessa,TX,432-337-6067,,assoc:TX
Carne Deshidratada Las Tres Ninas,Alton,TX,956-227-2338,,assoc:TX
Carniceria Hidalgo,Corpus Christi,TX,,,assoc:TX
Castro Foods,Los Fresnos,TX,956-233-4052,,assoc:TX
CAWS Cracklin,Katy,TX,832-441-5232,,assoc:TX
Chicharrones El Guero,Misson,TX,956-313-2219,,assoc:TX
"City Market, Inc.",Schulenberg,TX,979-743-3440,,assoc:TX
Clay County Meat Processing,Henrietta,TX,940-538-9111,,assoc:TX
Cobbs Meat Processing,Sumner,TX,903-785-7012,,assoc:TX
Coleman County Processing,Coleman,TX,325-625-4813,,assoc:TX
"Con El Sazon De Dona Lichis, LLC.",Mission,TX,956-360-1347,,assoc:TX
"Crystal Creek Cattle Co., Inc.",Dallas,TX,972-241-1180,,assoc:TX
"D&M Meat Processing, LLC",San Antonio,TX,210-712-7318,,assoc:TX
Dady Premier Catering,San Antonio,TX,210-373-7589,,assoc:TX
Dallas Dressed Beef LLC,Dallas,TX,214-638-0142,,assoc:TX
Dan's Processing Center Inc.,Alice,TX,361-668-8293,,assoc:TX
dba/ Renko Sausage LLC,De Soto,TX,972-971-1829,,assoc:TX
Delgar Foods,San Juan,TX,956-961-4609,,assoc:TX
Delicious Tamales,San Antonio,TX,210-735-0275,,assoc:TX
DN & KP INC,Grand Prairie,TX,817-721-6359,,assoc:TX
Don Carbon Distributors LLC,El Paso,TX,915-875-1313,,assoc:TX
Don Pedro Molino LLC,San Antonio,TX,210-366-3066,,assoc:TX
Dutchman's Market,Fredericksburg,TX,830-997-5693,,assoc:TX
Dziuk's Meat Market,Castroville,TX,830-538-3082,,assoc:TX
"Eckermann's Meat Market, Inc.",New Ulm,TX,979-836-8858,,assoc:TX
EJ Meat Company,Shiner,TX,361-594-3158,,assoc:TX
El Barbas Carne Seca,Mission,TX,956-321-3065,,assoc:TX
El Kiosko Products Inc.,Houston,TX,844-454-6756,,assoc:TX
Felito's Finest LLC,Santa Elena,TX,956-735-6401,,assoc:TX
First Choice Quality Meats Inc.,San Antonio,TX,210-922-8383,,assoc:TX
Fisher Ham and Meat INC,Spring,TX,281-376-1645,,assoc:TX
Fresh N Tender Halal Foods,Plano,TX,469-543-0907,,assoc:TX
G & G Trading,Killeen,TX,254-519-0888,,assoc:TX
GAG Meat Processors LLC,Dallas,TX,214-546-0175,,assoc:TX
"Gerlet, LLC.",Brownsville,TX,956-459-7303,,assoc:TX
"Gibby's Specialty Foods, Inc",Mountain Home,TX,830-285-1640,,assoc:TX
"Glen's Packing Company, Inc.",Hallettsville,TX,361-798-2601,,assoc:TX
Granzin's Meat Market,New Braunfels,TX,830-625-3510,,assoc:TX
GuanaMex Meats,Dallas,TX,469-767-6648,,assoc:TX
H. W. Doyle Processing,Giddings,TX,979-542-3555,,assoc:TX
Hamilton Meats,Weatherford,TX,817-596-8474,,assoc:TX
Harris County Farms,Houston,TX,281-452-2095,,assoc:TX
Hibler Family Slaughter & Processing,San Saba,TX,325-372-5195,,assoc:TX
Hill Country Smoked Meats LLC,Boerne,TX,830-249-8063,,assoc:TX
Hinojosa Bros.,Roma,TX,956-849-2386,,assoc:TX
House of Meats,Corpus Christi,TX,,,assoc:TX
J.L.Rojas Investments LLC,Edinburg,TX,956-380-0687,,assoc:TX
Jackson Brothers Food Locker,Post,TX,806-495-3245,,assoc:TX
Jackson Brothers Meat Company,Silsbee,TX,409-386-6516,,assoc:TX
Jackson Slaughter and Processing,Silsbee,TX,409-385-4573,,assoc:TX
Jalisco Supermarket,Corpus Christi,TX,361-887-8983,,assoc:TX
Janak's Packing Co. Inc.,Hallettsville,TX,361-798-2985,,assoc:TX
Jaramillo's Beef Jerky,Dumas,TX,806-421-4123,,assoc:TX
JB Processing,San Antonio,TX,210-427-8359,,assoc:TX
Jimenez Meat Market,Odessa,TX,432-580-8226,,assoc:TX
"Kiki's Farm, Cages & More LLC",Hargill,TX,956-270-2810,,assoc:TX
KMIS LLC dba US Halal Meat,Sherman,TX,972-408-5876,,assoc:TX
Kountry Bakery,Hallettsville,TX,361-798-4423,,assoc:TX
Krolczyk Meats Inc.,Hempstead,TX,409-826-3601,,assoc:TX
La Casa De Mi Abuela,Mission,TX,956-905-9948,,assoc:TX
La Tapatia Inc.,El Paso,TX,915-859-9616,,assoc:TX
Lalah Foods LLC,Austin,TX,512-905-6412,,assoc:TX
Latino's Meat Company,Houston,TX,713-926-9090,,assoc:TX
Liberty Meats,Crosbyton,TX,806-675-0044,,assoc:TX
"Longhorn Meat Market South, LLC",Austin,TX,512-280-6514,,assoc:TX
Los Corrales,Houston,TX,713-928-3669,,assoc:TX
M&M Deer Processing LLC,Lampasas,TX,512-556-5969,,assoc:TX
MA Foods LLC dba Alfonso's Mexican Food Products,San Antonio,TX,210-648-6060,,assoc:TX
Maeker's Sausage & Processing Plant,Shiner,TX,361-594-2172,,assoc:TX
Martinez Food Co.,Elgin,TX,512-285-3282,,assoc:TX
Meat Science & Technology Center,College Station,TX,979-845-5651,,assoc:TX
Meatheads,Gonzales,TX,830-672-2135,,assoc:TX
Mercantile Meat Plant Co.,Utopia,TX,830-966-2222,,assoc:TX
Mercy Slaughter,Katy,TX,281-391-0021,,assoc:TX
"Merida Foods, LLC",San Antonio,TX,210-368-9403,,assoc:TX
Mertz Sausage Co.,San Antonio,TX,210-433-3263,,assoc:TX
Mertzon Meat Company LLC,Mertzon,TX,325-835-2611,,assoc:TX
"MSJD Manufacturing, LLC",Italy,TX,972-483-7264,,assoc:TX
Mt.Pleasant Meat Processing,Mt. Pleasant,TX,903-572-8722,,assoc:TX
My Thanh Food LLC,Houston,TX,281-498-7089,,assoc:TX
Neal Boxed Beef,Amarillo,TX,806-383-1175 ext 5415,,assoc:TX
"North Creek Smoke House, LLC",St. Hedwig,TX,210-984-1859,,assoc:TX
Northern Food Distributors,Stafford,TX,281-261-5160,,assoc:TX
O'Brien Meat,Taylor,TX,512-352-6433 512-365-5155,,assoc:TX
Ohl Style Beef Jerky LLC,Needville,TX,979-793-5440,,assoc:TX
Oma's Choice Inc.,Columbus,TX,979-733-0679,,assoc:TX
Oval Mexican Products,San Antonio,TX,210-317-1622,,assoc:TX
"Pacific Eagle Trading, Inc",Dallas,TX,214-516-1073,,assoc:TX
Panhandle Meat Processing,Amarillo,TX,806-499-3168,,assoc:TX
Penas Meat Market,Corpus Christi,TX,361-884-8118,,assoc:TX
"Penshorn's Meat Market, LLC",Marion,TX,830-420-2327,,assoc:TX
Pollok's Market,Falls City,TX,830-776-4195,,assoc:TX
Prairie View A&M Meat Science Center,Prairie View,TX,936-261-5053,,assoc:TX
Productos Dona Blanca,Laredo,TX,956-238-4747,,assoc:TX
Quality Processing,Houston,TX,713-644-7829,,assoc:TX
Ranger Meat Company,Ranger,TX,254-647-1563,,assoc:TX
Redneck Ranch Beef Production,Scotland,TX,940-636-6963,,assoc:TX
Renfro Packing,Lufkin,TX,936-632-2588,,assoc:TX
Rudolph's Market & Sausage Factory,Dallas,TX,214-741-1874,,assoc:TX
Santa Anna Custom Processing,Santa Anna,TX,325-348-9171,,assoc:TX
Shamrock Slaughter,Shamrock,TX,806-256-3241,,assoc:TX
Smithville Food Lockers,Smithville,TX,512-237-2438,,assoc:TX
Star Meat Co,Houston,TX,713-692-0894,,assoc:TX
Storm's Across Texas,Lampasas,TX,512-556-9400,,assoc:TX
Sul Ross State University Meat Market,Alpine,TX,432-837-8208,,assoc:TX
Tarleton State University Meat Lab,Stephenville,TX,254-968-9204,,assoc:TX
Teveni's Wholesale Meat Dist.,San Antonio,TX,210-223-5326,,assoc:TX
Texas Pride Processing LLC,Jewett,TX,903-626-5358,,assoc:TX
The Butcher Block Meat Processing,Cross Plains,TX,254-725-4035,,assoc:TX
"The Green Cart, LLC",Austin,TX,512-389-0018,,assoc:TX
The Lights Jerky Company,Alpine,TX,432-294-0732,,assoc:TX
"The Mix of Flavors, LLC.",McAllen,TX,956-627-3119,,assoc:TX
"Thompson's Custom Meats & Processing, LP",Dublin,TX,254-445-4180,,assoc:TX
Tio Taco Products,Edinburg,TX,956-383-5202,,assoc:TX
"Titus County Meat Processing Plant,LLC",Mount Pleasant,TX,903-563-4282,,assoc:TX
Tortilleria La Gloria LLC.,San Antonio,TX,210-240-2906,,assoc:TX
Tuttle's Meat Market & Smokehouse,Woodsboro,TX,361-543-4853,,assoc:TX
"Twelve Oaks Catering Company, L.C.",Dallas,TX,214-956-9797,,assoc:TX
Tx. Dept. Criminal Justice (TDCJ),Tennessee Colony,TX,903-928-2311 ext 1412,,assoc:TX
Unidos Meat Market Inc.,Houston,TX,713-699-1827,,assoc:TX
"Uvalde Meat Processing, LLC",Uvalde,TX,830-279-1250,,assoc:TX
"Vallet Packing House, LLC.",Edna,TX,361-235-9540,,assoc:TX
Valley Crest Inc.,Terrell,TX,972-400-2933,,assoc:TX
Vinh Binh Food Products,Haltom City,TX,817-222-1219,,assoc:TX
Vinh Huong Food Products #2,Houston,TX,281-428-0703,,assoc:TX
"Waco Beef & Pork Processors, LLC",Waco,TX,254-772-4669,,assoc:TX
Waco Custom Meats & Seafood,Waco,TX,254-772-2377,,assoc:TX
"Westphalia Market, Inc.",Lott,TX,254-584-4060,,assoc:TX
Wiatrek Processing Plant,Poth,TX,830-484-2888,,assoc:TX
Wiatrek's Meat Market,Poth,TX,830-484-2838,,assoc:TX
Willie Joe's Processing,Schulenberg,TX,979-561-8272,,assoc:TX
"Yuris Food, LTD.",Houston,TX,713-715-8093,,assoc:TX
"Zuazua Products and Services, LLC. DBA Alamo Sun Dried Beef",Von Ormy,TX,210-369-1044,,assoc:TX
5 Pillar Meats,Farmville,VA,434-569-0165,,assoc:VA
Anderson & Sons Meats,Abingdon,VA,276-623-3623,,assoc:VA
Blue Ridge Meats of Front Royal,Middletown,VA,540-636-6050,,assoc:VA
Central Meats,Chesapeake,VA,757-547-2161,,assoc:VA
Dodson Meat Processing,Stuart,VA,276-288-4838,,assoc:VA
Donald's Meat Processing,Lexington,VA,540-463-2333,,assoc:VA
EcoFriendly Foods,Moneta,VA,540-525-0352,,assoc:VA
Finest Butcher,Bealton,VA,540-439-7277,,assoc:VA
Firehouse Farms,Willis,VA,540-789-2707,,assoc:VA
Good Ole Boys Processing,Lee County,VA,,,assoc:VA
Gore's Fresh Meats,Stephens City,VA,540-869-1129,,assoc:VA
Gore's Meats - Edinburg Foltz Plant,Edinburg,VA,540-984-8138,,assoc:VA
Gore's Meats - Stephens City Plant,Stephens City,VA,540-869-1029,,assoc:VA
Green Valley Meat Processors,Monroe,VA,434-299-5529,,assoc:VA
